Gender,Age,Height (inches),Weight (lbs),How would you describe your weight?
Male,18,69,140,Slightly underweight
Female,15,63,100,About the right weight
Male,17,64,110,Very underweight
Female,16,64,110,About the right weight
Male,17,70,155,About the right weight
Male,15,71,150,About the right weight
Male,17,70,180,About the right weight
Male,18,70,265,Slightly overweight
Male,17,66,160,About the right weight
Male,17,70,135,About the right weight
Male,19,69,155,Slightly underweight
Female,17,65,110,Very underweight
Male,17,66,140,Slightly overweight
Female,15,65,105,Slightly underweight
Female,18,62,130,About the right weight
Female,18,61,129,About the right weight
Female,19,66,220,Very overweight
Male,16,70,210,Very overweight
Female,16,64,110,About the right weight
Female,16,63,190,Slightly overweight
Male,19,64,130,About the right weight
Female,16,70,220,Very overweight
Female,18,64,118,About the right weight
Female,19,64,115,About the right weight
Female,18,64,135,Slightly overweight
Male,19,72,225,Slightly overweight
Male,16,70,180,About the right weight
Male,16,69,180,About the right weight
Male,18,69,190,Slightly overweight
Male,15,71,135,About the right weight
Female,17,63,150,Slightly overweight
Male,15,69,200,Slightly overweight
Male,17,64,125,About the right weight
Male,14,65,114,About the right weight
Male,16,67,125,Slightly underweight
Female,19,63,160,Very overweight
Male,17,72,155,About the right weight
Female,16,63,97,About the right weight
Male,18,72,165,About the right weight
Male,16,66,115,Slightly underweight
Male,16,66,150,About the right weight
Male,17,66,135,About the right weight
Male,16,66,120,Slightly underweight
Male,19,70,150,About the right weight
Female,15,64,120,About the right weight
Male,16,70,140,About the right weight
Male,16,68,140,About the right weight
Male,17,74,135,Slightly underweight
Female,15,65,125,About the right weight
Female,18,65,155,Slightly overweight
Female,15,67,180,Slightly overweight
Female,18,63,115,About the right weight
Male,18,71,220,Slightly overweight
Male,19,73,200,Slightly overweight
Male,18,75,175,Slightly underweight
Male,16,75,175,About the right weight
Female,17,66,-2,Very overweight
Male,18,71,150,Slightly underweight
Male,17,71,150,About the right weight
Female,16,62,155,About the right weight
Male,17,65,130,About the right weight
Male,15,73,157,About the right weight
Male,17,71,175,Slightly underweight
Male,15,65,137,About the right weight
Female,15,63,200,Slightly overweight
Female,18,66,137,About the right weight
Male,18,71,165,About the right weight
Female,17,60,118,About the right weight
Female,19,64,123,About the right weight
Male,16,68,150,About the right weight
Female,19,64,120,About the right weight
Male,16,76,174,About the right weight
Female,19,63,125,Slightly underweight
Female,16,63,130,About the right weight
Male,16,72,170,Slightly overweight
Female,19,67,150,About the right weight
Male,17,69,137,Slightly underweight
Male,17,71,165,About the right weight
Female,16,62,198,Slightly overweight
Female,17,64,165,About the right weight
Female,20,65,135,About the right weight
Female,18,66,130,About the right weight
Male,17,75,221,About the right weight
Male,15,75,250,Slightly overweight
Female,15,64,202,Slightly overweight
Female,16,67,119,About the right weight
Male,18,74,180,About the right weight
Female,15,61,150,Very overweight
Female,16,64,116,About the right weight
Male,15,65,135,About the right weight
Female,18,62,130,About the right weight
Male,15,71,-2,Slightly overweight
Male,19,75,185,Slightly underweight
Female,18,63,120,Slightly overweight
Male,16,68,150,About the right weight
Female,16,68,130,About the right weight
Female,17,64,115,About the right weight
Female,16,61,110,About the right weight
Male,16,68,156,About the right weight
Male,19,68,149,About the right weight
Female,16,62,112,About the right weight
Male,16,66,130,About the right weight
Female,17,69,130,Slightly underweight
Female,19,66,155,Slightly overweight
Female,17,62,130,Slightly overweight
Male,19,73,150,About the right weight
Male,16,69,145,About the right weight
Female,19,63,115,About the right weight
Female,15,69,115,Slightly overweight
Male,19,70,165,About the right weight
Male,17,69,150,About the right weight
Female,19,64,-2,About the right weight
Female,17,63,130,About the right weight
Male,17,66,-2,Slightly underweight
Male,19,71,-2,Slightly underweight
Male,17,71,165,Slightly overweight
Female,15,61,115,About the right weight
Male,19,72,215,About the right weight
Female,16,67,130,About the right weight
Female,19,66,-2,About the right weight
Female,17,64,146,About the right weight
Female,17,59,175,Very overweight
Female,15,66,120,About the right weight
Female,15,62,-2,Slightly overweight
Female,18,61,95,About the right weight
Female,16,60,118,About the right weight
Male,19,67,152,About the right weight
Female,17,56,100,About the right weight
Male,16,72,210,Slightly overweight
Female,15,62,95,Slightly underweight
Male,18,65,200,Slightly overweight
Male,18,67,140,Slightly underweight
Female,16,63,105,About the right weight
Male,17,70,135,About the right weight
Female,16,62,105,About the right weight
Male,14,59,70,Very underweight
Female,19,67,137,Slightly overweight
Female,15,66,150,Very overweight
Female,19,63,105,About the right weight
Female,15,63,120,About the right weight
Male,19,75,210,About the right weight
Female,14,63,112,About the right weight
Male,17,72,138,About the right weight
Male,16,74,156,About the right weight
Male,19,71,210,About the right weight
Female,17,68,156,Slightly overweight
Female,15,68,140,Slightly overweight
Male,16,74,140,Slightly underweight
Male,15,72,135,About the right weight
Male,16,71,213,About the right weight
Female,16,64,127,About the right weight
Female,14,63,125,About the right weight
Male,15,74,140,About the right weight
Female,18,68,113,About the right weight
Male,15,66,125,About the right weight
Male,16,65,142,About the right weight
Male,19,73,140,About the right weight
Female,17,61,130,Slightly overweight
Female,16,64,124,About the right weight
Female,17,62,120,About the right weight
Female,15,63,125,Slightly overweight
Male,20,72,200,Slightly overweight
Female,18,64,120,Slightly overweight
Female,16,64,95,Slightly underweight
Male,15,71,160,About the right weight
Female,15,64,120,About the right weight
Female,19,62,120,About the right weight
Female,17,60,99,About the right weight
Female,16,64,115,Slightly underweight
Male,17,73,185,Slightly overweight
Female,15,62,125,About the right weight
Male,19,71,174,About the right weight
Male,18,69,135,Slightly underweight
Male,17,69,125,About the right weight
Female,17,61,110,About the right weight
Male,18,72,160,About the right weight
Male,19,71,210,Slightly overweight
Male,16,66,130,Slightly overweight
Male,17,69,190,Slightly overweight
Female,16,64,100,About the right weight
Female,20,68,130,About the right weight
Male,19,70,175,About the right weight
Male,18,68,180,About the right weight
Female,16,64,138,Very overweight
Male,18,68,145,About the right weight
Male,15,71,220,Very overweight
Male,18,72,165,About the right weight
Female,16,66,140,About the right weight
Male,16,72,200,Slightly overweight
Female,18,66,145,About the right weight
Male,15,69,145,About the right weight
Female,17,64,201,Very overweight
Male,17,70,160,About the right weight
Male,17,70,155,Slightly overweight
Male,15,67,-2,Slightly overweight
Female,17,62,135,Slightly overweight
Female,19,67,140,Slightly overweight
Male,17,72,150,About the right weight
Male,19,68,155,About the right weight
Male,16,64,135,About the right weight
Male,19,71,145,About the right weight
Female,16,67,127,Slightly underweight
Female,16,67,140,About the right weight
Male,17,68,180,Slightly overweight
Female,18,61,118,Slightly overweight
Male,18,69,162,About the right weight
Male,19,64,140,About the right weight
Male,17,72,185,About the right weight
Female,15,64,145,Slightly overweight
Male,18,73,183,Slightly underweight
Male,19,67,168,About the right weight
Male,16,69,180,Slightly overweight
Female,19,65,135,About the right weight
Male,16,71,160,About the right weight
Female,18,63,185,About the right weight
Male,16,67,140,About the right weight
Female,19,64,160,Slightly overweight
Female,15,73,187,Very overweight
Male,17,71,173,About the right weight
Male,17,69,135,About the right weight
Female,16,67,133,About the right weight
Male,16,71,150,About the right weight
Male,19,71,130,About the right weight
Female,16,67,-2,Slightly overweight
Male,15,68,130,About the right weight
Male,17,71,138,Slightly overweight
Male,19,66,180,About the right weight
Female,17,66,157,Slightly overweight
Male,18,70,150,About the right weight
Male,16,73,145,About the right weight
Male,15,65,210,About the right weight
Female,18,64,180,Slightly overweight
Male,17,71,145,About the right weight
Female,19,62,117,About the right weight
Male,18,65,165,About the right weight
Female,19,60,123,About the right weight
Male,19,71,220,Slightly overweight
Female,16,64,110,About the right weight
Male,20,70,160,About the right weight
Female,15,60,120,Slightly overweight
Male,19,72,165,Slightly underweight
Male,16,71,140,Slightly underweight
Male,16,74,160,About the right weight
Male,16,66,150,About the right weight
Male,16,73,170,Slightly overweight
Male,17,73,180,Slightly overweight
Male,16,71,130,Slightly underweight
Female,16,62,115,Slightly overweight
Male,16,70,160,Slightly overweight
Male,17,68,143,About the right weight
Female,18,63,117,Slightly overweight
Female,15,64,120,About the right weight
Male,18,70,185,Slightly overweight
Female,19,64,145,Slightly overweight
Male,17,58,140,About the right weight
Female,15,63,110,About the right weight
Female,19,64,135,Slightly overweight
Male,17,69,135,About the right weight
Male,18,72,150,About the right weight
Male,18,67,185,Slightly overweight
Female,15,70,110,Slightly underweight
Female,17,63,125,Slightly overweight
Female,16,67,122,About the right weight
Female,17,66,120,About the right weight
Male,15,70,180,About the right weight
Male,16,72,185,Slightly overweight
Male,18,72,130,Very underweight
Male,15,67,127,Very underweight
Male,17,67,135,About the right weight
Male,15,69,186,About the right weight
Female,19,62,105,About the right weight
Female,16,69,130,About the right weight
Male,18,70,165,Slightly underweight
Female,19,66,170,Slightly overweight
Female,18,71,144,Slightly overweight
Male,18,63,145,About the right weight
Female,17,70,140,About the right weight
Male,19,72,200,Slightly overweight
Female,19,64,140,Slightly overweight
Female,16,61,165,Very overweight
Female,19,64,126,About the right weight
Male,17,72,235,Slightly overweight
Male,17,69,140,About the right weight
Male,17,69,135,About the right weight
Male,15,68,130,About the right weight
Female,18,61,140,Slightly overweight
Male,16,68,130,About the right weight
Male,18,75,178,Slightly underweight
Female,18,63,115,About the right weight
Male,16,73,155,About the right weight
Male,16,68,180,Slightly overweight
Male,16,67,150,About the right weight
Female,18,68,140,Slightly overweight
Male,19,72,170,Slightly overweight
Female,17,66,156,Slightly overweight
Male,18,72,165,About the right weight
Male,15,76,215,About the right weight
Female,20,70,130,About the right weight
Female,16,62,110,About the right weight
Male,19,69,200,Slightly overweight
Male,17,73,200,Slightly overweight
Male,15,71,160,About the right weight
Male,15,72,175,Slightly overweight
Male,19,76,165,About the right weight
Male,18,76,200,About the right weight
Female,18,65,128,About the right weight
Female,15,63,125,
Female,16,65,140,Slightly overweight
Female,17,63,130,Slightly overweight
Male,18,74,140,Slightly underweight
Female,19,68,220,Slightly overweight
Female,19,63,105,Slightly underweight
Female,16,64,110,About the right weight
Female,17,63,110,About the right weight
Female,19,64,150,Slightly overweight
Female,16,68,130,About the right weight
Female,17,68,140,About the right weight
Male,15,67,175,Slightly overweight
Female,15,63,200,Slightly overweight
